name,rating,review_count,address,city,zip_code,phone,website,coordinates,categories,price,dogs_allowed,good_for_kids
Blue Plate Oysterette,3.9,1870,"1355 Ocean Ave, Santa Monica, CA 90401",Santa Monica,90401,+13105763474,https://www.yelp.com/biz/blue-plate-oysterette-santa-monica-4?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.0144393, 'longitude': -118.4982774}","['Seafood', 'Fish & Chips', 'Live/Raw Food']",$$,Unknown,Unknown
Zinqué,4.0,508,"939 S Broadway, Los Angeles, CA 90015",Los Angeles,90015,+12133950946,https://www.yelp.com/biz/zinqu%C3%A9-los-angeles?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.04155, 'longitude': -118.25704}","['Breakfast & Brunch', 'French', 'Cocktail Bars']",$$$,Unknown,Unknown
The Hangar,3.1,10,"199 Continental Blvd, El Segundo, CA 90245",El Segundo,90245,+13109650555,https://www.yelp.com/biz/the-hangar-el-segundo-2?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.917687198378744, 'longitude': -118.3925309}","['Cocktail Bars', 'Breakfast & Brunch', 'American']",N/A,Unknown,Unknown
King and Queen Cantina,4.1,965,"1401 Ocean Ave, Ste 104, Santa Monica, CA 90401",Santa Monica,90401,+14242684787,https://www.yelp.com/biz/king-and-queen-cantina-santa-monica-2?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.01432042559053, 'longitude': -118.49769}","['Mexican', 'Desserts', 'Breakfast & Brunch']",$$,Unknown,Unknown
Gin Rummy,3.6,65,"822 Washington Blvd, Marina del Rey, CA 90292",Marina del Rey,90292,+13107476050,https://www.yelp.com/biz/gin-rummy-marina-del-rey?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.988125, 'longitude': -118.4518383}","['Cocktail Bars', 'Sports Bars', 'American']",N/A,Unknown,Unknown
Employees Only,4.1,509,"7953 Santa Monica Blvd, West Hollywood, CA 90046",West Hollywood,90046,+13235369045,https://www.yelp.com/biz/employees-only-west-hollywood?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.0910009082559, 'longitude': -118.363145592593}","['Cocktail Bars', 'New American', 'Lounges']",$$$,Unknown,Unknown
Ōwa,4.3,161,"1635 Abbot Kinney Blvd, Los Angeles, CA 90291",Los Angeles,90291,+14242529015,https://www.yelp.com/biz/%C5%8Dwa-los-angeles-2?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.98962, 'longitude': -118.46309}","['Sushi Bars', 'Bars', 'Japanese']",$$$$,Unknown,Unknown
Sonoritas Prime Tacos,3.9,363,"1050 S Flower St, Los Angeles, CA 90015",Los Angeles,90015,+12132751826,https://www.yelp.com/biz/sonoritas-prime-tacos-los-angeles-2?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.04314, 'longitude': -118.26371}",['Mexican'],$$,Unknown,Unknown
Forman's Whiskey Tavern,4.0,604,"10149 Riverside Dr, Toluca Lake, CA 91602",Toluca Lake,91602,+18187606900,https://www.yelp.com/biz/formans-whiskey-tavern-toluca-lake?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.1523349, 'longitude': -118.3524699}","['New American', 'Whiskey Bars', 'Cocktail Bars']",$$,Unknown,Unknown
Lucille's Smokehouse Bar-B-Que,3.2,1162,"6000 Sepulveda Blvd, Culver City, CA 90230",Culver City,90230,+13103901227,https://www.yelp.com/biz/lucilles-smokehouse-bar-b-que-culver-city?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.985354, 'longitude': -118.395087}","['Barbeque', 'Smokehouse', 'Southern']",$$,Unknown,Unknown
American Junkie,3.6,1293,"68 Pier Ave, Hermosa Beach, CA 90254",Hermosa Beach,90254,+13103764412,https://www.yelp.com/biz/american-junkie-hermosa-beach?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.86187, 'longitude': -118.400417}","['American', 'Sports Bars', 'Pizza']",$$,Unknown,Unknown
La Popular,4.3,1372,"20065 W Rinaldi St, Ste 110, Porter Ranch, CA 91326",Porter Ranch,91326,+18183772503,https://www.yelp.com/biz/la-popular-porter-ranch-2?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.27675635860739, 'longitude': -118.5730203417162}","['Mexican', 'Cocktail Bars']",N/A,Unknown,Unknown
Sushi Enya Sawtelle,4.6,97,"11301 W Olympic Blvd, Ste 102, Los Angeles, CA 90064",Los Angeles,90064,+12134461759,https://www.yelp.com/biz/sushi-enya-sawtelle-los-angeles?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.03871002031136, 'longitude': -118.44193951537513}",['Sushi Bars'],N/A,Unknown,Unknown
Alma Cocina de Mexico,4.0,940,"189 The Grove Dr, Ste H-10, Los Angeles, CA 90036",Los Angeles,90036,+13238799596,https://www.yelp.com/biz/alma-cocina-de-mexico-los-angeles?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.072266344833395, 'longitude': -118.35738730230658}","['Breakfast & Brunch', 'Tacos', 'Seafood']",N/A,Unknown,Unknown
The Corner Door,3.7,512,"12477 W Washington Blvd, Culver City, CA 90066",Culver City,90066,+13103135810,https://www.yelp.com/biz/the-corner-door-culver-city?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.9969769227672, 'longitude': -118.430627848769}","['New American', 'Italian', 'Cocktail Bars']",$$,Unknown,Unknown
District,3.8,675,"700 West 7th St, Los Angeles, CA 90017",Los Angeles,90017,+12136123185,https://www.yelp.com/biz/district-los-angeles-2?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.04803159296477, 'longitude': -118.25838604333818}","['Cocktail Bars', 'American', 'Venues & Event Spaces']",$$,Unknown,Unknown
El Zarape Vine,4.5,83,"1358 Vine St, Los Angeles, CA 90028",Los Angeles,90028,+13236882050,https://www.yelp.com/biz/el-zarape-vine-los-angeles?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 34.09590244541757, 'longitude': -118.3265098}","['Mexican', 'Beer Bar']",N/A,Unknown,Unknown
The Rockefeller - Redondo Beach,4.0,525,"1707 S Catalina Ave, Redondo Beach, CA 90277",Redondo Beach,90277,+14243507862,https://www.yelp.com/biz/the-rockefeller-redondo-beach-redondo-beach-2?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.8184, 'longitude': -118.38851}","['Breakfast & Brunch', 'Coffee & Tea', 'Cocktail Bars']",$$,Unknown,Unknown
zoku,4.5,71,"261 Avenida Del Norte, Redondo Beach, CA 90277",Redondo Beach,90277,+16503765476,https://www.yelp.com/biz/zoku-redondo-beach-3?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.81827, 'longitude': -118.38647}",['Izakaya'],$$$,Unknown,Unknown
Georgia’s Lounge,4.5,272,"1500 Aviation Blvd, Redondo Beach, CA 90278",Redondo Beach,90278,+14243980436,https://www.yelp.com/biz/georgia-s-lounge-redondo-beach?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.86809307347905, 'longitude': -118.38274757129555}","['Lounges', 'Whiskey Bars', 'Cocktail Bars']",$$,Unknown,Unknown
FIN Asian Tapas - Culver City,4.1,944,"12223 W Washington Blvd, Culver City, CA 90066",Culver City,90066,+13103988611,https://www.yelp.com/biz/fin-asian-tapas-culver-city-culver-city-2?adjust_creative=kHkLhH790XbykkItR8AW0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kHkLhH790XbykkItR8AW0g,"{'latitude': 33.99737, 'longitude': -118.42629}","['Asian Fusion', 'Japanese', 'Sushi Bars']",$$$,Unknown,Unknown
